p1	p2	r
RAxML_bestTree.TrimmedAlignednerve213.fasta.phy141	RAxML_bestTree.TrimmedAlignednerve49.fasta.phy213	0.62762373
RAxML_bestTree.TrimmedAlignednerve32.fasta.phy199	RAxML_bestTree.TrimmedAlignednerve64.fasta.phy221	0.62736658
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignednerve66.fasta.phy222	0.632070162
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	0.631191688
RAxML_bestTree.TrimmedAlignednerve213.fasta.phy141	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.630624447
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.631353201
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.629463535
RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.629338858
RAxML_bestTree.TrimmedAlignednerve273.fasta.phy185	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.631198455
RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.629463535
RAxML_bestTree.TrimmedAlignednerve182.fasta.phy117	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.907057136
RAxML_bestTree.TrimmedAlignednerve182.fasta.phy117	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.907057136
RAxML_bestTree.TrimmedAlignednerve182.fasta.phy117	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.90680209
RAxML_bestTree.TrimmedAlignednerve220.fasta.phy148	RAxML_bestTree.TrimmedAlignednerve74.fasta.phy229	0.679007241
RAxML_bestTree.TrimmedAlignedmuscle33.fasta.phy23	RAxML_bestTree.TrimmedAlignednerve260.fasta.phy177	0.721358529
RAxML_bestTree.TrimmedAlignednerve260.fasta.phy177	RAxML_bestTree.TrimmedAlignednerve71.fasta.phy226	0.720818373
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignednerve130.fasta.phy72	0.738004948
RAxML_bestTree.TrimmedAlignednerve103.fasta.phy52	RAxML_bestTree.TrimmedAlignednerve131.fasta.phy73	0.738620577
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	0.740420862
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	0.740134291
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve13.fasta.phy80	0.739929334
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	0.741511148
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	0.740051745
RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	0.739599877
RAxML_bestTree.TrimmedAlignednerve108.fasta.phy57	RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	0.740136121
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	0.741139918
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	0.740153838
RAxML_bestTree.TrimmedAlignednerve131.fasta.phy73	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.740278672
RAxML_bestTree.TrimmedAlignedmuscle52.fasta.phy36	RAxML_bestTree.TrimmedAlignednerve228.fasta.phy155	0.73941699
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	0.741372017
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	0.737958447
RAxML_bestTree.TrimmedAlignednerve194.fasta.phy122	RAxML_bestTree.TrimmedAlignednerve248.fasta.phy167	0.738711882
RAxML_bestTree.TrimmedAlignedmuscle34.fasta.phy24	RAxML_bestTree.TrimmedAlignednerve250.fasta.phy168	0.740740141
RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	0.740420862
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	0.740051745
RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	0.739786588
RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	0.739786588
RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	0.73926063
RAxML_bestTree.TrimmedAlignednerve126.fasta.phy68	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.738059135
RAxML_bestTree.TrimmedAlignednerve13.fasta.phy80	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.740784158
RAxML_bestTree.TrimmedAlignednerve254.fasta.phy172	RAxML_bestTree.TrimmedAlignednerve45.fasta.phy210	0.740689358
RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	0.740464844
RAxML_bestTree.TrimmedAlignednerve218.fasta.phy146	RAxML_bestTree.TrimmedAlignednerve52.fasta.phy217	0.741260272
RAxML_bestTree.TrimmedAlignednerve28.fasta.phy194	RAxML_bestTree.TrimmedAlignednerve54.fasta.phy219	0.737860091
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignednerve71.fasta.phy226	0.737953835
RAxML_bestTree.TrimmedAlignednerve105.fasta.phy54	RAxML_bestTree.TrimmedAlignednerve73.fasta.phy228	0.741080075
RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	RAxML_bestTree.TrimmedAlignednerve73.fasta.phy228	0.738645656
RAxML_bestTree.TrimmedAlignednerve152.fasta.phy92	RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	0.739928574
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	0.739520394
RAxML_bestTree.TrimmedAlignednerve45.fasta.phy210	RAxML_bestTree.TrimmedAlignednerve83.fasta.phy236	0.741475377
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignednerve85.fasta.phy238	0.738252986
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.740136121
RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.740943879
RAxML_bestTree.TrimmedAlignednerve133.fasta.phy74	RAxML_bestTree.TrimmedAlignednerve97.fasta.phy250	0.738039874
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.740975566
RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	0.740866667
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	0.74106015
RAxML_bestTree.TrimmedAlignednerve71.fasta.phy226	RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	0.739613115
RAxML_bestTree.TrimmedAlignednerve72.fasta.phy227	RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	0.738456272
RAxML_bestTree.TrimmedAlignednerve154.fasta.phy94	RAxML_bestTree.TrimmedAlignednerve177.fasta.phy112	0.626001291
RAxML_bestTree.TrimmedAlignednerve157.fasta.phy97	RAxML_bestTree.TrimmedAlignednerve211.fasta.phy139	0.626458196
RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	0.626357657
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignednerve34.fasta.phy201	0.62588286
RAxML_bestTree.TrimmedAlignednerve152.fasta.phy92	RAxML_bestTree.TrimmedAlignednerve41.fasta.phy207	0.625864626
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignednerve41.fasta.phy207	0.626070665
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve50.fasta.phy215	0.626130408
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.625945618
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.626257463
RAxML_bestTree.TrimmedAlignednerve266.fasta.phy179	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.626300089
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.9045912
RAxML_bestTree.TrimmedAlignednerve79.fasta.phy233	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.899660388
RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.905684934
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.9045912
RAxML_bestTree.TrimmedAlignednerve79.fasta.phy233	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.899660388
RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.905684934
RAxML_bestTree.TrimmedAlignedmuscle56.fasta.phy39	RAxML_bestTree.TrimmedAlignedneurotoxin41.fasta.phy263	0.904149268
RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	RAxML_bestTree.TrimmedAlignedneurotoxin41.fasta.phy263	0.902474483
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.904531589
RAxML_bestTree.TrimmedAlignednerve79.fasta.phy233	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.899846049
RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.905860187
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	0.71339456
RAxML_bestTree.TrimmedAlignedmuscle30.fasta.phy21	RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	0.699087681
RAxML_bestTree.TrimmedAlignednerve109.fasta.phy58	RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	0.707733426
RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	0.707529751
RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	RAxML_bestTree.TrimmedAlignednerve67.fasta.phy223	0.718323915
RAxML_bestTree.TrimmedAlignednerve219.fasta.phy147	RAxML_bestTree.TrimmedAlignednerve68.fasta.phy224	0.716454483
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve178.fasta.phy113	0.716973521
RAxML_bestTree.TrimmedAlignednerve209.fasta.phy137	RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	0.71717676
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	0.71405626
RAxML_bestTree.TrimmedAlignednerve18.fasta.phy120	RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	0.731476633
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	0.7377593
RAxML_bestTree.TrimmedAlignedmuscle51.fasta.phy35	RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	0.737730035
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignedmuscle9.fasta.phy48	0.624480839
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignednerve125.fasta.phy67	0.624383608
RAxML_bestTree.TrimmedAlignedmuscle10.fasta.phy1	RAxML_bestTree.TrimmedAlignednerve144.fasta.phy84	0.625637068
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	0.62558121
RAxML_bestTree.TrimmedAlignednerve144.fasta.phy84	RAxML_bestTree.TrimmedAlignednerve22.fasta.phy157	0.625637068
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	0.623927475
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignednerve263.fasta.phy178	0.624599186
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve263.fasta.phy178	0.624235238
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignednerve263.fasta.phy178	0.624230517
RAxML_bestTree.TrimmedAlignednerve139.fasta.phy79	RAxML_bestTree.TrimmedAlignednerve266.fasta.phy179	0.625579466
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	0.62558121
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	0.624278323
RAxML_bestTree.TrimmedAlignednerve154.fasta.phy94	RAxML_bestTree.TrimmedAlignednerve3.fasta.phy206	0.625008703
RAxML_bestTree.TrimmedAlignednerve162.fasta.phy102	RAxML_bestTree.TrimmedAlignednerve42.fasta.phy208	0.624112595
RAxML_bestTree.TrimmedAlignednerve163.fasta.phy103	RAxML_bestTree.TrimmedAlignednerve49.fasta.phy213	0.624021782
RAxML_bestTree.TrimmedAlignednerve152.fasta.phy92	RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	0.624225884
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	0.623766433
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.896854647
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.898527441
RAxML_bestTree.TrimmedAlignednerve76.fasta.phy231	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.893517762
RAxML_bestTree.TrimmedAlignednerve77.fasta.phy232	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	0.894907179
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.896854647
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.898527441
RAxML_bestTree.TrimmedAlignednerve76.fasta.phy231	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.893517762
RAxML_bestTree.TrimmedAlignednerve77.fasta.phy232	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	0.894907179
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.896781988
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.898290377
RAxML_bestTree.TrimmedAlignednerve76.fasta.phy231	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.893707522
RAxML_bestTree.TrimmedAlignednerve77.fasta.phy232	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	0.895102006
RAxML_bestTree.TrimmedAlignedmuscle12.fasta.phy3	RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	0.736059659
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	0.727532654
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	0.731368207
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	0.733742941
RAxML_bestTree.TrimmedAlignedmuscle19.fasta.phy9	RAxML_bestTree.TrimmedAlignednerve103.fasta.phy52	0.736852348
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve103.fasta.phy52	0.734285106
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve104.fasta.phy53	0.728261863
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignednerve107.fasta.phy56	0.728248606
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignednerve107.fasta.phy56	0.7297632
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignednerve116.fasta.phy61	0.729769924
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignednerve116.fasta.phy61	0.73297009
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignednerve126.fasta.phy68	0.733439656
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignednerve129.fasta.phy71	0.735744087
RAxML_bestTree.TrimmedAlignedmuscle19.fasta.phy9	RAxML_bestTree.TrimmedAlignednerve133.fasta.phy74	0.733609159
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignednerve133.fasta.phy74	0.729326333
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	0.737055841
RAxML_bestTree.TrimmedAlignednerve116.fasta.phy61	RAxML_bestTree.TrimmedAlignednerve145.fasta.phy85	0.730047121
RAxML_bestTree.TrimmedAlignedmuscle15.fasta.phy5	RAxML_bestTree.TrimmedAlignednerve146.fasta.phy86	0.730466607
RAxML_bestTree.TrimmedAlignednerve103.fasta.phy52	RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	0.734191874
RAxML_bestTree.TrimmedAlignednerve13.fasta.phy80	RAxML_bestTree.TrimmedAlignednerve16.fasta.phy107	0.735202799
RAxML_bestTree.TrimmedAlignednerve131.fasta.phy73	RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	0.732306191
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	0.730783896
RAxML_bestTree.TrimmedAlignedmuscle37.fasta.phy26	RAxML_bestTree.TrimmedAlignednerve19.fasta.phy126	0.732354114
RAxML_bestTree.TrimmedAlignednerve19.fasta.phy126	RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	0.730777035
RAxML_bestTree.TrimmedAlignednerve19.fasta.phy126	RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	0.730777035
RAxML_bestTree.TrimmedAlignednerve13.fasta.phy80	RAxML_bestTree.TrimmedAlignednerve211.fasta.phy139	0.734695272
RAxML_bestTree.TrimmedAlignedmuscle15.fasta.phy5	RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	0.736462569
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	0.729556638
RAxML_bestTree.TrimmedAlignednerve194.fasta.phy122	RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	0.733151552
RAxML_bestTree.TrimmedAlignednerve210.fasta.phy138	RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	0.732058532
RAxML_bestTree.TrimmedAlignednerve154.fasta.phy94	RAxML_bestTree.TrimmedAlignednerve215.fasta.phy143	0.732329888
RAxML_bestTree.TrimmedAlignednerve176.fasta.phy111	RAxML_bestTree.TrimmedAlignednerve215.fasta.phy143	0.737198724
RAxML_bestTree.TrimmedAlignednerve213.fasta.phy141	RAxML_bestTree.TrimmedAlignednerve215.fasta.phy143	0.728281427
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	0.728736103
RAxML_bestTree.TrimmedAlignednerve128.fasta.phy70	RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	0.728786311
RAxML_bestTree.TrimmedAlignednerve129.fasta.phy71	RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	0.735742487
RAxML_bestTree.TrimmedAlignednerve162.fasta.phy102	RAxML_bestTree.TrimmedAlignednerve218.fasta.phy146	0.736966475
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignednerve222.fasta.phy150	0.731560711
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.735281272
RAxML_bestTree.TrimmedAlignednerve129.fasta.phy71	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.730927006
RAxML_bestTree.TrimmedAlignednerve130.fasta.phy72	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.730669982
RAxML_bestTree.TrimmedAlignednerve136.fasta.phy76	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.728032844
RAxML_bestTree.TrimmedAlignednerve138.fasta.phy78	RAxML_bestTree.TrimmedAlignednerve226.fasta.phy153	0.733736488
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	0.736985583
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	0.732194422
RAxML_bestTree.TrimmedAlignednerve126.fasta.phy68	RAxML_bestTree.TrimmedAlignednerve245.fasta.phy166	0.734924355
RAxML_bestTree.TrimmedAlignednerve19.fasta.phy126	RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	0.730778231
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignednerve270.fasta.phy182	0.735720582
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.731186814
RAxML_bestTree.TrimmedAlignednerve108.fasta.phy57	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.737352177
RAxML_bestTree.TrimmedAlignednerve157.fasta.phy97	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.731672294
RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.73696831
RAxML_bestTree.TrimmedAlignednerve1.fasta.phy127	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.730166135
RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.73350008
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.733592959
RAxML_bestTree.TrimmedAlignednerve273.fasta.phy185	RAxML_bestTree.TrimmedAlignednerve276.fasta.phy187	0.732126515
RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	RAxML_bestTree.TrimmedAlignednerve279.fasta.phy189	0.733908435
RAxML_bestTree.TrimmedAlignedmuscle20.fasta.phy11	RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	0.737096314
RAxML_bestTree.TrimmedAlignednerve169.fasta.phy106	RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	0.735549369
RAxML_bestTree.TrimmedAlignedmuscle20.fasta.phy11	RAxML_bestTree.TrimmedAlignednerve28.fasta.phy194	0.736486742
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	0.727532654
RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	0.736803536
RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	0.736803536
RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	0.736369953
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignednerve41.fasta.phy207	0.730057928
RAxML_bestTree.TrimmedAlignednerve130.fasta.phy72	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.728168516
RAxML_bestTree.TrimmedAlignednerve201.fasta.phy129	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.731157075
RAxML_bestTree.TrimmedAlignednerve202.fasta.phy130	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.730373722
RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	0.737285429
RAxML_bestTree.TrimmedAlignednerve127.fasta.phy69	RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	0.727309413
RAxML_bestTree.TrimmedAlignednerve138.fasta.phy78	RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	0.728534875
RAxML_bestTree.TrimmedAlignednerve248.fasta.phy167	RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	0.735193334
RAxML_bestTree.TrimmedAlignednerve128.fasta.phy70	RAxML_bestTree.TrimmedAlignednerve48.fasta.phy212	0.728192447
RAxML_bestTree.TrimmedAlignednerve30.fasta.phy197	RAxML_bestTree.TrimmedAlignednerve4.fasta.phy214	0.728256339
RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	RAxML_bestTree.TrimmedAlignednerve54.fasta.phy219	0.727830093
RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	RAxML_bestTree.TrimmedAlignednerve54.fasta.phy219	0.733608414
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	0.729482716
RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	0.733712965
RAxML_bestTree.TrimmedAlignednerve103.fasta.phy52	RAxML_bestTree.TrimmedAlignednerve73.fasta.phy228	0.7343172
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignednerve74.fasta.phy229	0.732520777
