p1	p2	r
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve159.fasta.phy99	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve186.fasta.phy119	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve220.fasta.phy148	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignedneurotoxin28.fasta.phy254	RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	1
RAxML_bestTree.TrimmedAlignednerve158.fasta.phy98	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve159.fasta.phy99	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve186.fasta.phy119	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve220.fasta.phy148	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignedneurotoxin28.fasta.phy254	RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	1
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignedneurotoxin34.fasta.phy260	1
RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	RAxML_bestTree.TrimmedAlignedneurotoxin34.fasta.phy260	1
RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	RAxML_bestTree.TrimmedAlignedneurotoxin34.fasta.phy260	1
RAxML_bestTree.TrimmedAlignednerve227.fasta.phy154	RAxML_bestTree.TrimmedAlignedneurotoxin35.fasta.phy261	1
RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	RAxML_bestTree.TrimmedAlignedneurotoxin35.fasta.phy261	1
RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	RAxML_bestTree.TrimmedAlignedneurotoxin35.fasta.phy261	1
RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	RAxML_bestTree.TrimmedAlignedneurotoxin37.fasta.phy262	1
RAxML_bestTree.TrimmedAlignedneurotoxin31.fasta.phy257	RAxML_bestTree.TrimmedAlignedneurotoxin41.fasta.phy263	1
RAxML_bestTree.TrimmedAlignedneurotoxin32.fasta.phy258	RAxML_bestTree.TrimmedAlignedneurotoxin41.fasta.phy263	1
RAxML_bestTree.TrimmedAlignedmuscle41.fasta.phy30	RAxML_bestTree.TrimmedAlignedneurotoxin85.fasta.phy265	1
RAxML_bestTree.TrimmedAlignednerve209.fasta.phy137	RAxML_bestTree.TrimmedAlignedneurotoxin85.fasta.phy265	1
RAxML_bestTree.TrimmedAlignednerve221.fasta.phy149	RAxML_bestTree.TrimmedAlignedneurotoxin85.fasta.phy265	1
RAxML_bestTree.TrimmedAlignedmuscle12.fasta.phy3	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle15.fasta.phy5	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle19.fasta.phy9	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle20.fasta.phy11	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle24.fasta.phy14	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle25.fasta.phy15	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle28.fasta.phy18	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle37.fasta.phy26	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle41.fasta.phy30	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle42.fasta.phy31	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle43.fasta.phy32	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle51.fasta.phy35	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle52.fasta.phy36	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle54.fasta.phy37	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle56.fasta.phy39	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle57.fasta.phy40	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle60.fasta.phy43	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle7.fasta.phy46	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle9.fasta.phy48	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve101.fasta.phy50	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve104.fasta.phy53	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve109.fasta.phy58	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve126.fasta.phy68	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve139.fasta.phy79	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve140.fasta.phy81	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve141.fasta.phy82	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve161.fasta.phy101	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve162.fasta.phy102	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve176.fasta.phy111	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve177.fasta.phy112	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve182.fasta.phy117	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve18.fasta.phy120	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve193.fasta.phy121	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve194.fasta.phy122	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve196.fasta.phy124	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve197.fasta.phy125	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve1.fasta.phy127	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve203.fasta.phy131	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve204.fasta.phy132	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve205.fasta.phy133	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve206.fasta.phy134	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve207.fasta.phy135	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve208.fasta.phy136	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve209.fasta.phy137	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve210.fasta.phy138	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve211.fasta.phy139	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve212.fasta.phy140	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve213.fasta.phy141	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve214.fasta.phy142	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve216.fasta.phy144	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve218.fasta.phy146	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve220.fasta.phy148	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve221.fasta.phy149	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve222.fasta.phy150	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve223.fasta.phy151	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve230.fasta.phy158	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve233.fasta.phy160	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve238.fasta.phy163	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve239.fasta.phy164	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve241.fasta.phy165	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve245.fasta.phy166	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve248.fasta.phy167	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve250.fasta.phy168	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve251.fasta.phy169	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve255.fasta.phy173	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve267.fasta.phy180	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve279.fasta.phy189	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve27.fasta.phy190	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve28.fasta.phy194	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve29.fasta.phy195	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve39.fasta.phy205	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve41.fasta.phy207	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve42.fasta.phy208	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve46.fasta.phy211	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve48.fasta.phy212	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve50.fasta.phy215	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve51.fasta.phy216	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve52.fasta.phy217	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve54.fasta.phy219	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve64.fasta.phy221	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve72.fasta.phy227	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve73.fasta.phy228	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve74.fasta.phy229	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve76.fasta.phy231	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve77.fasta.phy232	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve79.fasta.phy233	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve80.fasta.phy234	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve82.fasta.phy235	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve83.fasta.phy236	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve84.fasta.phy237	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve85.fasta.phy238	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve87.fasta.phy240	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve99.fasta.phy252	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignedmuscle43.fasta.phy32	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	1
RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	1
RAxML_bestTree.TrimmedAlignednerve251.fasta.phy169	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	1
RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	RAxML_bestTree.TrimmedAlignedneurotoxin29.fasta.phy255	1
RAxML_bestTree.TrimmedAlignedmuscle43.fasta.phy32	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	1
RAxML_bestTree.TrimmedAlignednerve229.fasta.phy156	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	1
RAxML_bestTree.TrimmedAlignednerve251.fasta.phy169	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	1
RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	RAxML_bestTree.TrimmedAlignedneurotoxin30.fasta.phy256	1
RAxML_bestTree.TrimmedAlignedmuscle12.fasta.phy3	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle15.fasta.phy5	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle18.fasta.phy8	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle19.fasta.phy9	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle20.fasta.phy11	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle21.fasta.phy12	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle24.fasta.phy14	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle25.fasta.phy15	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle28.fasta.phy18	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle37.fasta.phy26	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle41.fasta.phy30	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle42.fasta.phy31	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle43.fasta.phy32	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle50.fasta.phy34	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle51.fasta.phy35	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle52.fasta.phy36	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle54.fasta.phy37	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle56.fasta.phy39	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle57.fasta.phy40	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle60.fasta.phy43	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle7.fasta.phy46	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignedmuscle9.fasta.phy48	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve100.fasta.phy49	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve101.fasta.phy50	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve102.fasta.phy51	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve104.fasta.phy53	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve126.fasta.phy68	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve137.fasta.phy77	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve139.fasta.phy79	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve140.fasta.phy81	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve141.fasta.phy82	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
